person_id,method,matched_frames,valid_points,mpjpe,median,p95,evaluation_protocol
127,avg_body_current,957,66990,0.0740912356931543,0.0579250288830973,0.1861291958344418,similarity_plus_hip_centering
128,avg_body_current,967,67690,0.1264376488063775,0.0874323270665623,0.3507148916484965,similarity_plus_hip_centering
129,avg_body_current,1107,77490,0.0834571410642793,0.0683128055582,0.1894103910532436,similarity_plus_hip_centering
131,avg_body_current,1112,77840,0.0675394287139176,0.0568481951132786,0.1599032373947855,similarity_plus_hip_centering
132,avg_body_current,1114,77980,0.0743721217603237,0.0643979731745637,0.1733972264708224,similarity_plus_hip_centering
133,avg_body_current,1119,78330,0.0825108884603819,0.0645773529999769,0.2140070887089645,similarity_plus_hip_centering
134,avg_body_current,1123,78610,0.0869529243079578,0.0716020610010151,0.2027448321790703,similarity_plus_hip_centering
138,avg_body_current,1120,78400,0.0658826590651394,0.0563484416279189,0.1450045990676327,similarity_plus_hip_centering
14,avg_body_current,946,66220,0.0539864752991732,0.0450198850837655,0.1252359886608186,similarity_plus_hip_centering
15,avg_body_current,1104,77280,0.0605014505631054,0.0510488285660625,0.1471465938101563,similarity_plus_hip_centering
16,avg_body_current,960,67200,0.0800577241205629,0.0671029275602472,0.1970943109406636,similarity_plus_hip_centering
18,avg_body_current,1109,77630,0.0560495442913603,0.0490829258943651,0.1236151156207909,similarity_plus_hip_centering
19,avg_body_current,955,66850,0.0711387736302579,0.0630737461064811,0.1512345558873013,similarity_plus_hip_centering
2,avg_body_current,1114,77980,0.062667451835409,0.052343492835856,0.153970791495137,similarity_plus_hip_centering
20,avg_body_current,1129,79030,0.0684165615153591,0.0612548013448209,0.1458544026474972,similarity_plus_hip_centering
21,avg_body_current,964,67480,0.0632962868694074,0.0546867996479602,0.1400021568990372,similarity_plus_hip_centering
22,avg_body_current,953,66710,0.0647614832692546,0.0507074782722769,0.1588933061783557,similarity_plus_hip_centering
25,avg_body_current,1128,78960,0.0810975203857158,0.0652684832153492,0.1981367079127914,similarity_plus_hip_centering
26,avg_body_current,961,67270,0.0569208356867955,0.0495740749462437,0.1251170491761332,similarity_plus_hip_centering
28,avg_body_current,1124,78680,0.0706543945919961,0.06032215602458,0.1685319866215386,similarity_plus_hip_centering
29,avg_body_current,1112,77840,0.0519478583832495,0.0456021960393527,0.1120784534482074,similarity_plus_hip_centering
3,avg_body_current,1119,78330,0.099743858856707,0.0891612286808667,0.2270996862247221,similarity_plus_hip_centering
30,avg_body_current,1119,78330,0.0727408089197981,0.0607841904623497,0.1674321544519903,similarity_plus_hip_centering
33,avg_body_current,958,67060,0.0679931729196838,0.0573541615338735,0.1576441411430697,similarity_plus_hip_centering
35,avg_body_current,1117,78190,0.0647076913090365,0.0592566705827371,0.1287007860591052,similarity_plus_hip_centering
39,avg_body_current,1028,71960,0.0542448756290264,0.0429420150275702,0.1389096332201163,similarity_plus_hip_centering
4,avg_body_current,1145,80150,0.0715840425003629,0.0599872963149386,0.1716534156342684,similarity_plus_hip_centering
40,avg_body_current,1128,78960,0.0772657994173161,0.0637479753866041,0.1961757405982957,similarity_plus_hip_centering
41,avg_body_current,1195,83650,0.047538897736738,0.0388917814583859,0.1231753340675136,similarity_plus_hip_centering
42,avg_body_current,1115,78050,0.058920066760571,0.0487844152858771,0.1471716738092625,similarity_plus_hip_centering
43,avg_body_current,1123,78610,0.0814129429812566,0.066495489861614,0.2004847138875182,similarity_plus_hip_centering
44,avg_body_current,1133,79310,0.0635680026599318,0.0534545371732075,0.1523515298747488,similarity_plus_hip_centering
46,avg_body_current,1116,78120,0.0634489502732047,0.0557171289750804,0.1311873646259448,similarity_plus_hip_centering
47,avg_body_current,1118,78260,0.0555377766143386,0.0495318498640056,0.1142873546486363,similarity_plus_hip_centering
5,avg_body_current,1110,77700,0.0539539939743878,0.0456107784262104,0.1302270562209229,similarity_plus_hip_centering
53,avg_body_current,961,67270,0.0562398514914071,0.045097475939794,0.1457030489563061,similarity_plus_hip_centering
54,avg_body_current,1119,78330,0.0591163912688557,0.0503888079658292,0.1351726446786908,similarity_plus_hip_centering
55,avg_body_current,1116,78120,0.0576220733282847,0.0512053726776605,0.1249543932439648,similarity_plus_hip_centering
56,avg_body_current,1094,76580,0.0641304753192095,0.0583295361749517,0.1315818450991616,similarity_plus_hip_centering
58,avg_body_current,1112,77840,0.0670854470934773,0.0549557704858018,0.1603412827855749,similarity_plus_hip_centering
59,avg_body_current,1075,75250,0.0648328966731515,0.0578383260686611,0.1363990208796402,similarity_plus_hip_centering
6,avg_body_current,1113,77910,0.0744074295535567,0.0573657961961563,0.2047366411857592,similarity_plus_hip_centering
61,avg_body_current,948,66360,0.0943149479190435,0.0794761246570959,0.2251001317461911,similarity_plus_hip_centering
62,avg_body_current,946,66220,0.0825677602889209,0.0664812868051844,0.1975925918222991,similarity_plus_hip_centering
63,avg_body_current,1114,77980,0.0867895594833865,0.0736595697824344,0.2088789734234586,similarity_plus_hip_centering
64,avg_body_current,1121,78470,0.0773660932783296,0.0688570876495712,0.1702048247170066,similarity_plus_hip_centering
65,avg_body_current,1124,78680,0.0684254352032246,0.0610859125084375,0.1415438185492749,similarity_plus_hip_centering
66,avg_body_current,965,67550,0.1010843199453708,0.0873154773735486,0.2188428422850265,similarity_plus_hip_centering
67,avg_body_current,1115,78050,0.0587155842521848,0.0492835239113382,0.1440579043861479,similarity_plus_hip_centering
68,avg_body_current,967,67690,0.0490291052168322,0.0430331391419804,0.1086694957806553,similarity_plus_hip_centering
69,avg_body_current,961,67270,0.0543507667930628,0.0410828160385183,0.1414831692616073,similarity_plus_hip_centering
7,avg_body_current,954,66780,0.0789522072516475,0.0629024423144306,0.2076460179297583,similarity_plus_hip_centering
70,avg_body_current,1128,78960,0.0562009962255026,0.0480318435973966,0.1266742697160665,similarity_plus_hip_centering
72,avg_body_current,1112,77840,0.0530572020195199,0.0471258084444352,0.1158609514263449,similarity_plus_hip_centering
74,avg_body_current,1126,78820,0.0678340415977327,0.0617450677587818,0.1452759231741995,similarity_plus_hip_centering
75,avg_body_current,1117,78190,0.0564231287014963,0.0478180103466426,0.1309319105171761,similarity_plus_hip_centering
76,avg_body_current,1060,74200,0.0524577864157295,0.044089260423125,0.1199790904437737,similarity_plus_hip_centering
77,avg_body_current,1119,78330,0.0483561740764167,0.0425828118752516,0.1114104671872454,similarity_plus_hip_centering
78,avg_body_current,957,66990,0.0531344100649458,0.0479801906395469,0.1138608804737886,similarity_plus_hip_centering
8,avg_body_current,1136,79520,0.0568829769802243,0.0498653288028751,0.1266474186675318,similarity_plus_hip_centering
80,avg_body_current,1102,77140,0.0643802953635603,0.0532425060894212,0.1520479656931128,similarity_plus_hip_centering
81,avg_body_current,1118,78260,0.0706710662941931,0.0590818270632997,0.1640924039694097,similarity_plus_hip_centering
82,avg_body_current,1111,77770,0.052395240468993,0.0441362942942074,0.124411759466506,similarity_plus_hip_centering
83,avg_body_current,1119,78330,0.066994651233177,0.0566339689202877,0.1684300964497877,similarity_plus_hip_centering
87,avg_body_current,1168,81760,0.0478195078094162,0.0409196747870559,0.1056768426897073,similarity_plus_hip_centering
9,avg_body_current,1114,77980,0.0576208586773727,0.0483777099359699,0.1352787785350809,similarity_plus_hip_centering
90,avg_body_current,959,67130,0.0607798453243053,0.0521810970762656,0.129808710989713,similarity_plus_hip_centering
91,avg_body_current,1113,77910,0.0431522404912195,0.0390186657773823,0.0945984621366302,similarity_plus_hip_centering
92,avg_body_current,1119,78330,0.0544757756791628,0.0457793845588273,0.1312823875172906,similarity_plus_hip_centering
93,avg_body_current,1111,77770,0.085017626236021,0.0739990969425276,0.1900037421098983,similarity_plus_hip_centering
94,avg_body_current,1123,78610,0.0563916139189735,0.0523529535463827,0.1222113664588764,similarity_plus_hip_centering
95,avg_body_current,1109,77630,0.0414325110368993,0.0333534715398699,0.1007622852712977,similarity_plus_hip_centering
97,avg_body_current,1107,77490,0.0415313386329885,0.0363465917767309,0.0923735368788245,similarity_plus_hip_centering
99,avg_body_current,1111,77770,0.0446166825818739,0.0372725055804185,0.1003735239572898,similarity_plus_hip_centering
107,avg_body_current,946,66220,0.051702784781583,0.0396599638905698,0.1494238362681358,similarity_plus_hip_centering
118,avg_body_current,1114,77980,0.0578824486111327,0.048836104536116,0.1326941311124213,similarity_plus_hip_centering
12,avg_body_current,955,66850,0.0651545419042644,0.0527265031956502,0.1741897589443209,similarity_plus_hip_centering
123,avg_body_current,1114,77980,0.0926882970434896,0.0767709320794673,0.2236087636973658,similarity_plus_hip_centering
126,avg_body_current,1130,79100,0.105283351298666,0.0798985855405258,0.2736668397876565,similarity_plus_hip_centering
13,avg_body_current,967,67690,0.0792056758582861,0.0664987804624684,0.1892981944365712,similarity_plus_hip_centering
137,avg_body_current,1112,77840,0.046216566147032,0.039566378730209,0.1058960765020654,similarity_plus_hip_centering
17,avg_body_current,1042,72940,0.0609954028357929,0.0519978499450593,0.1426308036906421,similarity_plus_hip_centering
23,avg_body_current,960,67200,0.0782550141289415,0.0630292927963163,0.1922817992705636,similarity_plus_hip_centering
27,avg_body_current,1132,79240,0.0585305295272412,0.049897184503894,0.1429716457092698,similarity_plus_hip_centering
31,avg_body_current,958,67060,0.0691050339434659,0.0550336508460489,0.1685369468897153,similarity_plus_hip_centering
32,avg_body_current,954,66780,0.0704191094261744,0.056728027834533,0.1693758113418114,similarity_plus_hip_centering
34,avg_body_current,960,67200,0.0734097449977432,0.0663317430026977,0.1576342667460274,similarity_plus_hip_centering
37,avg_body_current,943,66010,0.0598157505075645,0.048320923360497,0.138582175918048,similarity_plus_hip_centering
38,avg_body_current,952,66640,0.061174166191754,0.0482001467615146,0.1557641772872758,similarity_plus_hip_centering
45,avg_body_current,1123,78610,0.0536685540673989,0.0455052208027874,0.1158702937493848,similarity_plus_hip_centering
48,avg_body_current,1090,76300,0.0532071604434665,0.0461849035885168,0.1215943413023865,similarity_plus_hip_centering
50,avg_body_current,1120,78400,0.0708861122872443,0.0598783611338391,0.1645636115521974,similarity_plus_hip_centering
57,avg_body_current,1227,85890,0.0728307972492628,0.0658307410586616,0.1517198244649945,similarity_plus_hip_centering
71,avg_body_current,1120,78400,0.0643190214355336,0.0550363452079418,0.1447040290812782,similarity_plus_hip_centering
73,avg_body_current,1113,77910,0.057358034042419,0.0482038818516463,0.1322600393992035,similarity_plus_hip_centering
84,avg_body_current,1108,77560,0.0522606735436669,0.0447989833106985,0.1175030187942105,similarity_plus_hip_centering
86,avg_body_current,1115,78050,0.0420756805249952,0.0376271545513411,0.0938147450536935,similarity_plus_hip_centering
88,avg_body_current,962,67340,0.0731795680514972,0.0620409767735904,0.1574496572678745,similarity_plus_hip_centering
89,avg_body_current,1108,77560,0.0614859107680023,0.0513903031097403,0.1519119202723753,similarity_plus_hip_centering
96,avg_body_current,1110,77700,0.0539175090442404,0.0483223022461435,0.1198925781924801,similarity_plus_hip_centering
98,avg_body_current,1122,78540,0.0452909220198956,0.0392068951806652,0.1062044100977044,similarity_plus_hip_centering
1,avg_body_current,955,66850,0.0597813652534011,0.0505368673046243,0.1460585328370597,similarity_plus_hip_centering
106,avg_body_current,1121,78470,0.0763117622670871,0.0642338282565266,0.1833896024315748,similarity_plus_hip_centering
116,avg_body_current,1153,80710,0.0597253560943097,0.0509098892429827,0.1407974683617613,similarity_plus_hip_centering
117,avg_body_current,1114,77980,0.0579773961490078,0.0463077354681466,0.1442723578860715,similarity_plus_hip_centering
130,avg_body_current,1117,78190,0.078008985755072,0.0622400654224713,0.1966015677119908,similarity_plus_hip_centering
136,avg_body_current,949,66430,0.0689794332533419,0.0641691325021489,0.141655701959749,similarity_plus_hip_centering
24,avg_body_current,949,66430,0.0638938099042948,0.0540856142868293,0.1471844758456812,similarity_plus_hip_centering
36,avg_body_current,1112,77840,0.0525755849554172,0.0459227393851941,0.1202126371263749,similarity_plus_hip_centering
49,avg_body_current,1125,78750,0.0577645106277067,0.0499644345897498,0.137630433179011,similarity_plus_hip_centering
51,avg_body_current,1110,77700,0.0566203008084226,0.0469297025269883,0.1302561146283979,similarity_plus_hip_centering
52,avg_body_current,1122,78540,0.0539762750455623,0.0465070238364268,0.125972034975658,similarity_plus_hip_centering
60,avg_body_current,1123,78610,0.0643011734258108,0.0521052166246971,0.1606928944085095,similarity_plus_hip_centering
79,avg_body_current,1115,78050,0.0567533157459527,0.0490563838445009,0.1347807539161862,similarity_plus_hip_centering
85,avg_body_current,966,67620,0.0449334082070077,0.0373306115236676,0.1057259669716302,similarity_plus_hip_centering
10,extrinsic_r_average,949,66430,0.0841420723167354,0.0632215064108208,0.2239986569881387,similarity_plus_hip_centering
100,extrinsic_r_average,1112,77840,0.0476502354369289,0.0396822481021768,0.1119324057249375,similarity_plus_hip_centering
101,extrinsic_r_average,977,68390,0.0428306502249221,0.0418153734886208,0.0895605391123518,similarity_plus_hip_centering
102,extrinsic_r_average,1114,77980,0.0461512574758344,0.0406523629422522,0.1026670320537612,similarity_plus_hip_centering
103,extrinsic_r_average,971,67970,0.0676961066423055,0.0571713015811987,0.1714876924849032,similarity_plus_hip_centering
104,extrinsic_r_average,1083,75810,0.0500702472480363,0.0443747742961566,0.1032106529420825,similarity_plus_hip_centering
105,extrinsic_r_average,1278,89460,0.0599304246684641,0.0493051399650499,0.1533793501336666,similarity_plus_hip_centering
108,extrinsic_r_average,1123,78610,0.0726123773105216,0.0591822279324369,0.1837895047663737,similarity_plus_hip_centering
109,extrinsic_r_average,1145,80150,0.0939539161121137,0.0821766418189131,0.2052497659836158,similarity_plus_hip_centering
11,extrinsic_r_average,1116,78120,0.0609909413198377,0.0546463150924011,0.1273577104334829,similarity_plus_hip_centering
110,extrinsic_r_average,1113,77910,0.0576170315703399,0.0483155580165266,0.1420099373741652,similarity_plus_hip_centering
111,extrinsic_r_average,1106,77420,0.0783893975997924,0.0641272691099375,0.1853599567606798,similarity_plus_hip_centering
112,extrinsic_r_average,1127,78890,0.0556233401629496,0.0462334185611776,0.1313746628469403,similarity_plus_hip_centering
113,extrinsic_r_average,1123,78610,0.0453775658543302,0.0381210436530561,0.1153917372572198,similarity_plus_hip_centering
114,extrinsic_r_average,1431,100170,0.0575905240456619,0.0501213301305013,0.13295599967521,similarity_plus_hip_centering
115,extrinsic_r_average,1141,79870,0.0607598605424436,0.0496728520794905,0.145739310079912,similarity_plus_hip_centering
119,extrinsic_r_average,968,67760,0.0689138743659002,0.0540878638953718,0.1761095199601335,similarity_plus_hip_centering
120,extrinsic_r_average,957,66990,0.0841988690507686,0.0669852942026644,0.2013258672180014,similarity_plus_hip_centering
121,extrinsic_r_average,964,67480,0.0966383180302856,0.0729514105165447,0.2384388778735366,similarity_plus_hip_centering
122,extrinsic_r_average,1110,77700,0.0670426848812809,0.0554272743766617,0.1488633926346805,similarity_plus_hip_centering
124,extrinsic_r_average,1100,77000,0.0621188057122735,0.043657308644096,0.1710760181528321,similarity_plus_hip_centering
125,extrinsic_r_average,955,66850,0.0802402212174309,0.0638280420304926,0.1954198832154392,similarity_plus_hip_centering
127,extrinsic_r_average,957,66990,0.0722248045931004,0.0546220170597236,0.1857722227879184,similarity_plus_hip_centering
128,extrinsic_r_average,967,67690,0.1258879465808398,0.0882047604188361,0.340010853859405,similarity_plus_hip_centering
129,extrinsic_r_average,1107,77490,0.0828119769296028,0.0674079005497679,0.1913359575132409,similarity_plus_hip_centering
131,extrinsic_r_average,1112,77840,0.062302556920545,0.0519513830003799,0.150574723012398,similarity_plus_hip_centering
132,extrinsic_r_average,1114,77980,0.0774305169230659,0.0674817675984097,0.1723023446325543,similarity_plus_hip_centering
133,extrinsic_r_average,1119,78330,0.0834678651139526,0.0640714517657089,0.2244192495375855,similarity_plus_hip_centering
134,extrinsic_r_average,1123,78610,0.0810931095790502,0.0660664552236315,0.1890925749468316,similarity_plus_hip_centering
138,extrinsic_r_average,1120,78400,0.0635186384842671,0.0530214923331633,0.1434113153766452,similarity_plus_hip_centering
14,extrinsic_r_average,946,66220,0.051307946896914,0.0425146726374739,0.1218009799629749,similarity_plus_hip_centering
15,extrinsic_r_average,1104,77280,0.0572518599799209,0.0482222206212815,0.1448693372924504,similarity_plus_hip_centering
16,extrinsic_r_average,960,67200,0.08225589194991,0.0678533105651314,0.2110090178396238,similarity_plus_hip_centering
18,extrinsic_r_average,1109,77630,0.0567314798482089,0.048601737493396,0.1270030174892005,similarity_plus_hip_centering
19,extrinsic_r_average,955,66850,0.0646038235164825,0.0565544276627934,0.1427184007366506,similarity_plus_hip_centering
2,extrinsic_r_average,1114,77980,0.0621150662411384,0.0514159316794568,0.1573477769852025,similarity_plus_hip_centering
20,extrinsic_r_average,1129,79030,0.0664818956422916,0.0587341777191479,0.1470189815745732,similarity_plus_hip_centering
21,extrinsic_r_average,964,67480,0.0621902733039928,0.0519537813155361,0.1397081422637527,similarity_plus_hip_centering
22,extrinsic_r_average,953,66710,0.0623176360649263,0.0481130644590828,0.1604866550984623,similarity_plus_hip_centering
25,extrinsic_r_average,1128,78960,0.0747028944188354,0.058517945583148,0.1930687999459334,similarity_plus_hip_centering
26,extrinsic_r_average,961,67270,0.0553999625637,0.0481856889306637,0.1214041816808689,similarity_plus_hip_centering
28,extrinsic_r_average,1124,78680,0.0652092423359904,0.054875542532922,0.163891455893902,similarity_plus_hip_centering
29,extrinsic_r_average,1112,77840,0.0497359139505539,0.0420944311149238,0.1116473113635886,similarity_plus_hip_centering
3,extrinsic_r_average,1119,78330,0.0985506751332728,0.0872421852362035,0.2116531269637606,similarity_plus_hip_centering
30,extrinsic_r_average,1119,78330,0.0712754196081182,0.057436895019465,0.1642586236243035,similarity_plus_hip_centering
33,extrinsic_r_average,958,67060,0.0644918753227333,0.0526152073598722,0.1500600680323943,similarity_plus_hip_centering
35,extrinsic_r_average,1117,78190,0.0592453016885487,0.0528157563291841,0.1286167354216246,similarity_plus_hip_centering
39,extrinsic_r_average,1028,71960,0.053959300296147,0.0412861667315836,0.1421158308707109,similarity_plus_hip_centering
4,extrinsic_r_average,1145,80150,0.070809162568838,0.0561307997157926,0.1791242174203742,similarity_plus_hip_centering
40,extrinsic_r_average,1128,78960,0.0769414776476514,0.0638366523767131,0.1914242581785901,similarity_plus_hip_centering
41,extrinsic_r_average,1195,83650,0.04608888389352,0.0367859589133955,0.1219340775851765,similarity_plus_hip_centering
42,extrinsic_r_average,1115,78050,0.0553818433925282,0.0453800158493773,0.1441486081794828,similarity_plus_hip_centering
43,extrinsic_r_average,1123,78610,0.081579983622796,0.0676968872063809,0.2000237899633594,similarity_plus_hip_centering
44,extrinsic_r_average,1133,79310,0.0619154250830294,0.0497129400040655,0.1523330188651304,similarity_plus_hip_centering
46,extrinsic_r_average,1116,78120,0.0621956840699631,0.0543340471774937,0.1295873253134627,similarity_plus_hip_centering
47,extrinsic_r_average,1118,78260,0.0526602339877113,0.0458636919106411,0.110513976948076,similarity_plus_hip_centering
5,extrinsic_r_average,1110,77700,0.0517478947422513,0.0428996045517582,0.1284178777207816,similarity_plus_hip_centering
53,extrinsic_r_average,961,67270,0.0557710789655524,0.0446613054253031,0.1454691992597566,similarity_plus_hip_centering
54,extrinsic_r_average,1119,78330,0.0582694003069386,0.0489595934658714,0.1349518309912454,similarity_plus_hip_centering
55,extrinsic_r_average,1116,78120,0.0548832513315366,0.0489949336081972,0.1166520788175339,similarity_plus_hip_centering
56,extrinsic_r_average,1094,76580,0.0587138367499811,0.0520687588996989,0.1263354656358609,similarity_plus_hip_centering
58,extrinsic_r_average,1112,77840,0.0617814765383555,0.0462654032499097,0.1568758636675671,similarity_plus_hip_centering
59,extrinsic_r_average,1075,75250,0.0654982585520221,0.0576611319983395,0.1411127359193776,similarity_plus_hip_centering
6,extrinsic_r_average,1113,77910,0.0729011912632403,0.0550998117860127,0.2110218799893107,similarity_plus_hip_centering
61,extrinsic_r_average,948,66360,0.0978891006347,0.0817393116463809,0.2452043436274223,similarity_plus_hip_centering
62,extrinsic_r_average,946,66220,0.0792361892260466,0.06418443378138,0.1901013825513571,similarity_plus_hip_centering
63,extrinsic_r_average,1114,77980,0.0870723762936546,0.0718522685656325,0.219916856013319,similarity_plus_hip_centering
64,extrinsic_r_average,1121,78470,0.0784901838883741,0.0684651101735039,0.1813367211762508,similarity_plus_hip_centering
65,extrinsic_r_average,1124,78680,0.0608965621021018,0.0512539041423152,0.1294074583768021,similarity_plus_hip_centering
66,extrinsic_r_average,965,67550,0.1033212940306793,0.0894560602306304,0.2347706800504899,similarity_plus_hip_centering
67,extrinsic_r_average,1115,78050,0.0572412123979751,0.0471565970561769,0.1421993819916238,similarity_plus_hip_centering
68,extrinsic_r_average,967,67690,0.0425378199485432,0.0363971394547033,0.096426745983551,similarity_plus_hip_centering
69,extrinsic_r_average,961,67270,0.0536829049368192,0.0404154952531433,0.1423241838907676,similarity_plus_hip_centering
7,extrinsic_r_average,954,66780,0.0791813502354464,0.0628669198344658,0.2122096264453077,similarity_plus_hip_centering
70,extrinsic_r_average,1128,78960,0.0515697489490395,0.0425082869787624,0.1217618481464586,similarity_plus_hip_centering
72,extrinsic_r_average,1112,77840,0.0507057474804153,0.0441965734961706,0.1145248721700666,similarity_plus_hip_centering
74,extrinsic_r_average,1126,78820,0.0652515593402097,0.0578530368984247,0.1435234809537683,similarity_plus_hip_centering
75,extrinsic_r_average,1117,78190,0.0509574733045927,0.0417295299362163,0.1234906017244713,similarity_plus_hip_centering
76,extrinsic_r_average,1060,74200,0.0502700856849883,0.0411560729779974,0.1174305881550937,similarity_plus_hip_centering
77,extrinsic_r_average,1119,78330,0.0496741819393048,0.0429816334152055,0.1160370080758438,similarity_plus_hip_centering
78,extrinsic_r_average,957,66990,0.0540196822267586,0.0480870450176666,0.1172048758336004,similarity_plus_hip_centering
8,extrinsic_r_average,1136,79520,0.0524896745648188,0.0450033902958229,0.1202599329808194,similarity_plus_hip_centering
80,extrinsic_r_average,1102,77140,0.0603430866207684,0.0493012838550871,0.141245268943567,similarity_plus_hip_centering
81,extrinsic_r_average,1118,78260,0.0695124119388828,0.0572946174406924,0.1676507557541221,similarity_plus_hip_centering
82,extrinsic_r_average,1111,77770,0.049040004660564,0.0409157653295168,0.1200463698611837,similarity_plus_hip_centering
83,extrinsic_r_average,1119,78330,0.0663786149837106,0.0549775268569934,0.1725119834973158,similarity_plus_hip_centering
87,extrinsic_r_average,1168,81760,0.0458333144132032,0.0383143903243746,0.1019265460311657,similarity_plus_hip_centering
9,extrinsic_r_average,1114,77980,0.0540293173395064,0.0452711584786095,0.1319798328243937,similarity_plus_hip_centering
90,extrinsic_r_average,959,67130,0.0554084010284856,0.0466454900133401,0.1234789675311752,similarity_plus_hip_centering
91,extrinsic_r_average,1113,77910,0.0394989093096782,0.035356408785871,0.0856037217266266,similarity_plus_hip_centering
92,extrinsic_r_average,1119,78330,0.0538553950269594,0.0447993158663338,0.1319841169839526,similarity_plus_hip_centering
93,extrinsic_r_average,1111,77770,0.0856907047039478,0.0728967640214922,0.2007642680119293,similarity_plus_hip_centering
94,extrinsic_r_average,1123,78610,0.0578536156926029,0.0539624914526251,0.1268694373785876,similarity_plus_hip_centering
95,extrinsic_r_average,1109,77630,0.041568109106516,0.0329892001400019,0.1031629660402238,similarity_plus_hip_centering
97,extrinsic_r_average,1107,77490,0.0413891878188517,0.0349476773495971,0.0939057558341225,similarity_plus_hip_centering
99,extrinsic_r_average,1111,77770,0.0426847631154529,0.0357452035897869,0.0977913302455291,similarity_plus_hip_centering
107,extrinsic_r_average,946,66220,0.0505633601998785,0.037972000953545,0.1501316167126987,similarity_plus_hip_centering
118,extrinsic_r_average,1114,77980,0.0560074941508397,0.0454102786293217,0.1338678705684396,similarity_plus_hip_centering
12,extrinsic_r_average,955,66850,0.0612432851523749,0.0482968499513875,0.1711214097503495,similarity_plus_hip_centering
123,extrinsic_r_average,1114,77980,0.0930834839633396,0.0732379813601793,0.2306652602094717,similarity_plus_hip_centering
126,extrinsic_r_average,1130,79100,0.1021593612312481,0.0742462081115297,0.2584978336271852,similarity_plus_hip_centering
13,extrinsic_r_average,967,67690,0.0833894865066233,0.0694202783893686,0.2025919384497809,similarity_plus_hip_centering
137,extrinsic_r_average,1112,77840,0.0442323028331423,0.03840215684578,0.1023790394320226,similarity_plus_hip_centering
17,extrinsic_r_average,1042,72940,0.0554812904353479,0.0456454241819795,0.1364599368013164,similarity_plus_hip_centering
23,extrinsic_r_average,960,67200,0.0775449075497867,0.0628132741675027,0.1960831586382565,similarity_plus_hip_centering
27,extrinsic_r_average,1132,79240,0.0528293036246114,0.0422316002942036,0.1381289498862605,similarity_plus_hip_centering
31,extrinsic_r_average,958,67060,0.0624239847049784,0.0473480210308083,0.1622648681185313,similarity_plus_hip_centering
32,extrinsic_r_average,954,66780,0.0689262456066741,0.0547246462615618,0.1743331541820997,similarity_plus_hip_centering
34,extrinsic_r_average,960,67200,0.0652033344411311,0.057535005470179,0.1383665749561426,similarity_plus_hip_centering
37,extrinsic_r_average,943,66010,0.0612779960322348,0.0477877088137999,0.1468596113334384,similarity_plus_hip_centering
38,extrinsic_r_average,952,66640,0.0584450851085247,0.0452847414931533,0.1509835956905528,similarity_plus_hip_centering
45,extrinsic_r_average,1123,78610,0.0524706800177228,0.0441236380310906,0.1153288883238509,similarity_plus_hip_centering
