Date,scene,Session,CamFrameNum,NumCam,SessionFrameNum,Actions,subject,
2022/6/27,5,5d77a6cd07_video,1002,8,8016,throw,subj12,
2022/6/27,5,97f692e601_video,525,8,4200,taichi,subj12,
2022/6/27,5,97f692e602_video,409,8,3272,strentch,subj12,
2022/6/27,5,97f692e603_video,176,8,1408,turn around,subj12,
2022/6/27,5,97f692e604_video,433,8,3464,wave hands,subj12,
2022/6/27,5,97f692e605_video,626,8,5008,strentch legs,subj12,
2022/6/27,5,97f692e606_video,102,8,816,wave hands,subj12,
2022/6/27,5,78555f6801_video,2550,8,20400,throw,subj36,
2022/6/27,5,cf6050e401_video,2400,8,19200,taichi,subj22,
2022/7/2,7,5dc23c9301_video,308,8,2464,sit,subj23,
2022/7/2,7,5dc23c9302_video,783,8,6264,walk,subj23,
2022/7/2,7,7d65aff201_video,354,8,2832,sit,subj23,
2022/7/2,7,7d65aff202_video,1531,8,12248,read,subj23,
2022/7/2,7,76df3d7b01_video,928,8,7424,sit,subj36,
2022/7/2,7,76df3d7b02_video,304,8,2432,walk,subj36,
2022/7/2,7,76df3d7b03_video,1104,8,8832,sit circling,subj36,
2022/7/2,7,76df3d7b04_video,525,8,4200,walk,subj36,
2022/7/2,7,347a701501_video,450,8,3600,pick up things,subj12,
2022/7/2,7,347a701502_video,2481,8,19848,read,subj12,
2022/7/2,7,f9d7b14b01_video,1350,8,10800,read,subj36,
2022/7/2,7,f9d7b14b02_video,406,8,3248,pick up,subj36,
2022/7/2,7,ff223c6201_video,175,8,1400,pick up things,subj22,
2022/7/2,7,ff223c6202_video,1407,8,11256,read,subj22,
2022/7/2,7,ff223c6203_video,1628,8,13024,read,subj22,
2022/7/3,7,2fdadcf201_video,1875,8,15000,drink,subj22,
2022/7/3,7,4c9df18701_video,1425,8,11400,computer,subj12,
2022/7/3,7,4f37b86801_video,1500,8,12000,make table,subj22,
2022/7/3,7,4f5322fa01_video,2025,8,16200,sit,subj12,
2022/7/3,7,7c20d0d101_video,2575,8,20600,phone call,subj22,
2022/7/3,7,7c21d77a01_video,2600,8,20800,talk,subj22,
2022/7/3,7,12da3d3b01_video,1550,8,12400,write,subj36,
2022/7/3,7,13d17c9d01_video,2250,8,18000,sit,subj22,
2022/7/3,7,585c195201_video,2100,8,16800,cpmputer,subj22,
2022/7/3,7,3970c41101_video,956,8,7648,greeting,subj22,
2022/7/3,7,6657ebd401_video,1275,8,10200,sit,subj36,
2022/7/3,7,76808c9801_video,2152,8,17216,write,subj12,
2022/7/3,7,a47f291c01_video,1881,8,15048,talk,subj12,
2022/7/3,7,ad3f5a6201_video,2475,8,19800,make table,subj12,
2022/7/3,7,b9148ebe01_video,2400,8,19200,phone call,subj12,
2022/7/3,7,d7df1e4d01_video,1658,8,13264,write,subj22,
2022/7/3,7,d7e9413b01_video,1150,8,9200,pick up,subj22,
2022/7/3,7,e021175701_video,2150,8,17200,drink,subj12,
2022/7/3,7,ec1fbf5b01_video,1425,8,11400,pick up,subj12,
2022/7/3,7,f5b6d98001_video,1575,8,12600,greeting,subj12,
2022/8/5,1,0d161c0301_video,150,8,1200,move thing,subj22,
2022/8/5,1,0d161c0302_video,2084,8,16672,strentch upper,subj22,
2022/8/5,1,6e39458e01_video,3152,8,25216,strentch upper,subj36,
2022/8/5,1,51f182da01_video,100,8,800,move thing,subj12,
2022/8/5,1,51f182da02_video,2829,8,22632,skipping rope,subj12,
2022/8/5,1,81704d4f01_video,2725,8,21800,strentch lower,subj22,
2022/8/5,1,a13f8fcc01_video,3108,8,24864,skipping ropo,subj36,
2022/8/5,1,b90fc59701_video,175,8,1400,move thing,subj12,
2022/8/5,1,b90fc59702_video,2757,8,22056,strentch upper,subj12,
2022/8/5,1,bf2d647801_video,150,8,1200,move thing,subj22,
2022/8/5,1,bf2d647802_video,2409,8,19272,skipping rope,subj22,
2022/8/5,1,f263313801_video,2775,8,22200,strentch lower,subj12,
2022/8/13,7,1dc3b6ee01_video,375,8,3000,sit,subj22,
2022/8/13,7,1dc3b6ee02_video,928,8,7424,phone call,subj22,
2022/8/13,7,1dc3b6ee03_video,904,8,7232,phone call,subj22,
2022/8/13,7,1dc3b6ee04_video,1129,8,9032,phone call,subj22,
2022/8/13,7,1dc3b6ee05_video,426,8,3408,phone call,subj22,
2022/8/13,7,6cbd0f1901_video,1100,8,8800,jacket,subj22,
2022/8/13,7,6cbd0f1902_video,808,8,6464,jacket,subj22,
2022/8/13,7,6cbd0f1903_video,1029,8,8232,jacket,subj22,
2022/8/13,7,6cbd0f1904_video,1309,8,10472,jacket,subj22,
2022/8/13,7,08d19b2101_video,375,8,3000,move things,subj22,
2022/8/13,7,08d19b2102_video,478,8,3824,drink,subj22,
2022/8/13,7,08d19b2103_video,685,8,5480,drink,subj22,
2022/8/13,7,08d19b2104_video,876,8,7008,drink,subj22,
2022/8/13,7,08d19b2105_video,475,8,3800,drink,subj22,
2022/8/13,7,8f66816101_video,325,8,2600,move things,subj22,
2022/8/13,7,8f66816102_video,826,8,6608,make table,subj22,
2022/8/13,7,8f66816103_video,385,8,3080,move table,subj22,
2022/8/13,7,8f66816104_video,826,8,6608,make table,subj22,
2022/8/13,7,8f66816105_video,460,8,3680,make table,subj22,
2022/8/13,7,8f66816106_video,579,8,4632,wash hand,subj22,
2022/8/13,7,8f66816107_video,1003,8,8024,make table,subj22,
2022/8/13,7,9b434ee501_video,150,8,1200,walk,subj32,
2022/8/13,7,9b434ee502_video,460,8,3680,drink,subj32,
2022/8/13,7,9b434ee503_video,454,8,3632,drink,subj32,
2022/8/13,7,9b434ee504_video,435,8,3480,drink,subj32,
2022/8/13,7,9b434ee505_video,303,8,2424,drink,subj32,
2022/8/13,7,43e0c04e01_video,225,8,1800,move things,subj32,
2022/8/13,7,43e0c04e02_video,625,8,5000,jacket,subj32,
2022/8/13,7,43e0c04e03_video,926,8,7408,jacket,subj32,
2022/8/13,7,43e0c04e04_video,727,8,5816,jacket,subj32,
2022/8/13,7,43e0c04e05_video,482,8,3856,jacket,subj32,
2022/8/13,7,54b6a1a901_video,300,8,2400,move things,subj12,
2022/8/13,7,54b6a1a902_video,879,8,7032,sleep,subj12,
2022/8/13,7,54b6a1a903_video,1303,8,10424,sit/relax,subj12,
2022/8/13,7,54b6a1a904_video,1232,8,9856,relax,subj12,
2022/8/13,7,94ac80c301_video,175,8,1400,move things,subj22,
2022/8/13,7,94ac80c302_video,632,8,5056,sit/play phone,subj22,
2022/8/13,7,94ac80c303_video,808,8,6464,phone call,subj22,
2022/8/13,7,94ac80c304_video,704,8,5632,talk,subj22,
2022/8/13,7,181ba7d201_video,150,8,1200,move things,subj12,
2022/8/13,7,181ba7d202_video,633,8,5064,phone call,subj12,
2022/8/13,7,181ba7d203_video,709,8,5672,phone call,subj12,
2022/8/13,7,181ba7d204_video,676,8,5408,phone call,subj12,
2022/8/13,7,181ba7d205_video,154,8,1232,sit,subj12,
2022/8/13,7,181ba7d206_video,1310,8,10480,phone call,subj12,
2022/8/13,7,181ba7d207_video,252,8,2016,sit,subj12,
2022/8/13,7,181ba7d208_video,925,8,7400,phone call,subj12,
2022/8/13,7,867ea97f01_video,4425,8,35400,talk,subj22,
2022/8/13,7,991c30bd01_video,300,8,2400,move things,subj12,
2022/8/13,7,991c30bd02_video,2725,8,21800,talk,subj12,
2022/8/13,7,45763acf01_video,300,8,2400,move things,subj22,
2022/8/13,7,45763acf02_video,1425,8,11400,write,subj22,
2022/8/13,7,45763acf03_video,759,8,6072,write,subj22,
2022/8/13,7,45763acf04_video,278,8,2224,write,subj22,
2022/8/13,7,45763acf05_video,502,8,4016,write,subj22,
2022/8/13,7,99078b0f01_video,150,8,1200,move things,subj32,
2022/8/13,7,99078b0f02_video,483,8,3864,sit,subj32,
2022/8/13,7,99078b0f03_video,278,8,2224,move chair,subj32,
2022/8/13,7,99078b0f04_video,427,8,3416,sit,subj32,
2022/8/13,7,99078b0f05_video,182,8,1456,move chair,subj32,
2022/8/13,7,99078b0f06_video,402,8,3216,sit,subj32,
2022/8/13,7,99078b0f07_video,206,8,1648,move chir,subj32,
2022/8/13,7,99078b0f08_video,352,8,2816,sit,subj32,
2022/8/13,7,7455813901_video,100,8,800,move things,subj12,
2022/8/13,7,7455813902_video,951,8,7608,drink,subj12,
2022/8/13,7,7455813903_video,228,8,1824,stand,subj12,
2022/8/13,7,7455813904_video,200,8,1600,drink,subj12,
2022/8/13,7,7455813905_video,158,8,1264,sit,subj12,
2022/8/13,7,7455813906_video,252,8,2016,drink,subj12,
2022/8/13,7,7455813907_video,175,8,1400,stand,subj12,
2022/8/13,7,7455813908_video,957,8,7656,drink,subj12,
2022/8/13,7,7455813909_video,459,8,3672,drink,subj12,
2022/8/13,7,7455813910_video,178,8,1424,sit,subj12,
2022/8/13,7,7455813911_video,410,8,3280,drink,subj12,
2022/8/13,7,7537734801_video,450,8,3600,move things,subj32,
2022/8/13,7,7537734802_video,656,8,5248,make table,subj32,
2022/8/13,7,7537734803_video,908,8,7264,make table,subj32,
2022/8/13,7,7537734804_video,208,8,1664,move table,subj32,
2022/8/13,7,7537734805_video,704,8,5632,make table,subj32,
2022/8/13,7,7537734806_video,783,8,6264,make table,subj32,
2022/8/13,7,ac3531e201_video,600,8,4800,move things,subj22,
2022/8/13,7,ac3531e202_video,900,8,7200,relax,subj22,
2022/8/13,7,ac3531e203_video,1075,8,8600,relax,subj22,
2022/8/13,7,ac3531e204_video,732,8,5856,move table,subj22,
2022/8/13,7,ac3531e205_video,450,8,3600,relax,subj22,
2022/8/13,7,ac3531e206_video,556,8,4448,relax,subj22,
2022/8/13,7,b7ee07c801_video,354,8,2832,move table,subj12,
2022/8/13,7,b7ee07c802_video,931,8,7448,typing,subj12,
2022/8/13,7,b7ee07c803_video,1932,8,15456,typing,subj12,
2022/8/13,7,b47cc99901_video,225,8,1800,move things,subj12,
2022/8/13,7,b47cc99902_video,2134,8,17072,pick up,subj12,
2022/8/13,7,b69d27f001_video,183,8,1464,move table,subj12,
2022/8/13,7,b69d27f002_video,456,8,3648,move chair,subj12,
2022/8/13,7,b69d27f003_video,825,8,6600,walk,subj12,
2022/8/13,7,b69d27f004_video,884,8,7072,take on bag,subj12,
2022/8/13,7,b69d27f005_video,708,8,5664,move table,subj12,
2022/8/13,7,b69d27f006_video,1050,8,8400,walk,subj12,
2022/8/13,7,b69d27f007_video,404,8,3232,walk,subj12,
2022/8/13,7,b622ac9901_video,1432,8,11456,stand/talk,subj32,
2022/8/13,7,b622ac9902_video,754,8,6032,sit/talk,subj32,
2022/8/13,7,b622ac9903_video,1935,8,15480,stand/talk,subj32,
2022/8/13,7,bfcbef0e01_video,4201,8,33608,make table,subj12,
2022/8/13,7,c0de632b01_video,252,8,2016,move things,subj32,
2022/8/13,7,c0de632b02_video,1350,8,10800,drop/pick,subj32,
2022/8/13,7,c3d1bab301_video,582,8,4656,sit,subj32,
2022/8/13,7,c3d1bab302_video,656,8,5248,typing,subj32,
2022/8/13,7,c3d1bab303_video,758,8,6064,typing,subj32,
2022/8/13,7,c3d1bab304_video,602,8,4816,typing,subj32,
2022/8/13,7,c3d1bab305_video,627,8,5016,typing,subj32,
2022/8/13,7,c8567db601_video,175,8,1400,move things,subj32,
2022/8/13,7,c8567db602_video,507,8,4056,make table,subj32,
2022/8/13,7,c8567db603_video,378,8,3024,sit,subj32,
2022/8/13,7,c8567db604_video,456,8,3648,sleep,subj32,
2022/8/13,7,c8567db605_video,1050,8,8400,sit,subj32,
2022/8/13,7,c8567db606_video,1556,8,12448,sleep,subj32,
2022/8/13,7,d661739801_video,432,8,3456,sit down,subj12,
2022/8/13,7,d661739802_video,627,8,5016,write,subj12,
2022/8/13,7,d661739803_video,2828,8,22624,write,subj12,
2022/8/13,7,e066970201_video,300,8,2400,move things,subj22,
2022/8/13,7,e066970202_video,4225,8,33800,typing,subj22,
2022/8/13,7,ede6124601_video,1134,8,9072,take on cloth,subj12,
2022/8/13,7,ede6124602_video,2806,8,22448,taken on cloth,subj12,
2022/8/13,7,ede6124603_video,160,8,1280,stand,subj12,
2022/8/14,7,0cb57ac101_video,300,8,2400,move things,subj35,
2022/8/14,7,0cb57ac102_video,450,8,3600,sit,subj35,
2022/8/14,7,0cb57ac103_video,706,8,5648,read,subj35,
2022/8/14,7,0cb57ac104_video,360,8,2880,move table,subj35,
2022/8/14,7,2e5c16b001_video,375,8,3000,move things,subj35,
2022/8/14,7,2e5c16b002_video,4053,8,32424,talk,subj35,
2022/8/14,8,3d18837f01_video,282,8,2256,move things,subj35,
2022/8/14,8,3d18837f02_video,450,8,3600,move chair,subj35,
2022/8/14,8,3d18837f03_video,1656,8,13248,photo,subj35,
2022/8/14,8,3d18837f04_video,1400,8,11200,photo,subj35,
2022/8/14,8,3d18837f05_video,483,8,3864,sit,subj35,
2022/8/14,8,3d18837f06_video,1203,8,9624,photo,subj35,
2022/8/14,8,3d18837f07_video,328,8,2624,stand,subj35,
2022/8/14,8,3d18837f08_video,1404,8,11232,photo,subj35,
2022/8/14,8,3d18837f09_video,225,8,1800,move chair,subj35,
2022/8/14,1,4f085ccd01_video,150,8,1200,move things,subj35,
2022/8/14,1,4f085ccd02_video,706,8,5648,shoot,subj35,
2022/8/14,1,4f085ccd03_video,235,8,1880,shoot,subj35,
2022/8/14,1,4f085ccd04_video,2084,8,16672,shoot,subj35,
2022/8/14,1,6fabc86201_video,277,8,2216,move things,subj35,
2022/8/14,1,6fabc86202_video,926,8,7408,strentch lower,subj35,
2022/8/14,1,6fabc86203_video,252,8,2016,shoot,subj35,
2022/8/14,1,7ba9b11701_video,175,8,1400,move things,subj35,
2022/8/14,1,7ba9b11702_video,132,8,1056,talk,subj35,
2022/8/14,1,7ba9b11703_video,250,8,2000,jump,subj35,
2022/8/14,1,7ba9b11704_video,260,8,2080,strentch lower,subj35,
2022/8/14,1,7ba9b11705_video,408,8,3264,leg lifting,subj35,
2022/8/14,1,7ba9b11706_video,1050,8,8400,strentch,subj35,
2022/8/14,1,7ba9b11707_video,956,8,7648,strentch,subj35,
2022/8/14,7,08eba14601_video,675,8,5400,phone call,subj35,
2022/8/14,7,08eba14602_video,678,8,5424,phone call,subj35,
2022/8/14,7,08eba14603_video,681,8,5448,phone call,subj35,
2022/8/14,7,08eba14604_video,909,8,7272,phone call,subj35,
2022/8/14,8,9f8d89dc01_video,782,8,6256,umbrella,subj35,
2022/8/14,8,9f8d89dc02_video,852,8,6816,umbrella,subj35,
2022/8/14,8,9f8d89dc03_video,800,8,6400,umbrella,subj35,
2022/8/14,8,9f8d89dc04_video,883,8,7064,umbrella,subj35,
2022/8/14,8,9f8d89dc05_video,832,8,6656,umbrella,subj35,
2022/8/14,1,63dbd1f701_video,250,8,2000,move things,subj35,
2022/8/14,1,63dbd1f702_video,1960,8,15680,strentch upper,subj35,
2022/8/14,7,397f455b01_video,300,8,2400,move chair,subj35,
2022/8/14,7,397f455b02_video,900,8,7200,wipe hands,subj35,
2022/8/14,7,397f455b03_video,600,8,4800,wipe hands,subj35,
2022/8/14,7,397f455b04_video,750,8,6000,wipe hands,subj35,
2022/8/14,7,397f455b05_video,706,8,5648,wipe,subj35,
2022/8/14,7,81081dc401_video,325,8,2600,move table,subj35,
2022/8/14,7,81081dc402_video,1204,8,9632,clean table,subj35,
2022/8/14,7,81081dc403_video,404,8,3232,move table,subj35,
2022/8/14,7,81081dc404_video,858,8,6864,clean table,subj35,
2022/8/14,7,81081dc405_video,356,8,2848,move table,subj35,
2022/8/14,7,81081dc406_video,933,8,7464,clean table,subj35,
2022/8/14,7,81081dc407_video,434,8,3472,move table,subj35,
2022/8/14,7,81081dc408_video,1152,8,9216,clean tabel,subj35,
2022/8/14,7,796513c501_video,225,8,1800,move things,subj35,
2022/8/14,7,796513c502_video,276,8,2208,sit,subj35,
2022/8/14,7,796513c503_video,950,8,7600,write,subj35,
2022/8/14,7,796513c504_video,1152,8,9216,write,subj35,
2022/8/14,7,796513c505_video,950,8,7600,write,subj35,
2022/8/14,7,796513c506_video,1352,8,10816,write,subj35,
2022/8/14,8,0366683201_video,225,8,1800,move things,subj35,
2022/8/14,8,0366683202_video,859,8,6872,strentch,subj35,
2022/8/14,8,0366683203_video,932,8,7456,folk dance,subj35,
2022/8/14,8,0366683204_video,958,8,7664,folk dance,subj35,
2022/8/14,8,0366683205_video,2535,8,20280,folk dance,subj35,
2022/8/14,7,a2607aa301_video,475,8,3800,talk,subj35,
2022/8/14,7,a2607aa302_video,582,8,4656,sit/stand,subj35,
2022/8/14,7,a2607aa303_video,406,8,3248,sit,subj35,
2022/8/14,7,a2607aa304_video,235,8,1880,sit,subj35,
2022/8/14,7,a2607aa305_video,457,8,3656,sit,subj35,
2022/8/14,7,aae64f0101_video,225,8,1800,sit,subj35,
2022/8/14,7,aae64f0102_video,534,8,4272,glasses,subj35,
2022/8/14,7,aae64f0103_video,656,8,5248,glasses,subj35,
2022/8/14,7,aae64f0104_video,708,8,5664,glasses,subj35,
2022/8/14,7,aae64f0105_video,750,8,6000,glasses,subj35,
2022/8/14,8,ae45b31f01_video,2206,8,17648,folk dance,subj35,
2022/8/14,8,ae45b31f02_video,560,8,4480,folk dance,subj35,
2022/8/14,8,ae45b31f03_video,1033,8,8264,folk dance,subj35,
2022/8/14,7,aeb4aab601_video,350,8,2800,move things,subj35,
2022/8/14,7,aeb4aab602_video,452,8,3616,drink,subj35,
2022/8/14,7,aeb4aab603_video,808,8,6464,move chair,subj35,
2022/8/14,7,aeb4aab604_video,504,8,4032,drink,subj35,
2022/8/14,7,aeb4aab605_video,1100,8,8800,drink,subj35,
2022/8/14,7,aeb4aab606_video,458,8,3664,move chair,subj35,
2022/8/14,7,aeb4aab607_video,427,8,3416,drink,subj35,
2022/8/14,1,bf56ba4e01_video,2734,8,21872,skipping rope,subj35,
2022/8/14,1,bf56ba4e02_video,535,8,4280,skipping rope,subj35,
2022/8/14,1,bf56ba4e03_video,732,8,5856,skipping rope,subj35,
2022/8/14,1,cbd7af8301_video,225,8,1800,move things,subj35,
2022/8/14,1,cbd7af8302_video,1009,8,8072,dribble,subj35,
2022/8/14,1,cbd7af8303_video,626,8,5008,dribble,subj35,
2022/8/14,1,cbd7af8304_video,852,8,6816,dribble,subj35,
2022/8/14,1,cbd7af8305_video,450,8,3600,dribble,subj35,
2022/8/14,1,cbd7af8306_video,156,8,1248,shoot,subj35,
2022/8/14,8,d054406401_video,684,8,5472,drink,subj35,
2022/8/14,8,d054406402_video,525,8,4200,drink,subj35,
2022/8/14,8,d054406403_video,534,8,4272,drink,subj35,
2022/8/14,8,d054406404_video,681,8,5448,drink,subj35,
2022/8/14,1,e56ea85e01_video,628,8,5024,pass,subj35,
2022/8/14,1,e56ea85e02_video,454,8,3632,pass,subj35,
2022/8/14,1,e56ea85e03_video,660,8,5280,pass,subj35,
2022/8/14,1,e56ea85e04_video,650,8,5200,pass,subj35,
2022/8/16,7,1aa0867101_video,1353,8,10824,talk,subj07,
2022/8/16,7,1aa0867102_video,1407,8,11256,talk,subj07,
2022/8/16,2,2f39c23d01_video,250,8,2000,move mat,subj07,
2022/8/16,2,2f39c23d02_video,2701,8,21608,packaging,subj07,
2022/8/16,7,4dce915101_video,300,8,2400,move mat,subj07,
2022/8/16,7,4dce915102_video,200,8,1600,pick up,subj07,
2022/8/16,7,4dce915103_video,1858,8,14864,write,subj07,
2022/8/16,7,4ef4853901_video,300,8,2400,move mat,subj07,
2022/8/16,7,4ef4853902_video,650,8,5200,make hair,subj07,
2022/8/16,7,4ef4853903_video,852,8,6816,make hair,subj07,
2022/8/16,7,4ef4853904_video,975,8,7800,make hair,subj07,
2022/8/16,7,4ef4853905_video,1203,8,9624,make hair,subj07,
2022/8/16,2,7a91c11f01_video,400,8,3200,move things,subj07,
2022/8/16,2,7a91c11f02_video,1179,8,9432,photo,subj07,
2022/8/16,2,7a91c11f03_video,828,8,6624,photo,subj07,
2022/8/16,2,7a91c11f04_video,950,8,7600,photo,subj07,
2022/8/16,7,7b8dbb1601_video,302,8,2416,tie shoe,subj07,
2022/8/16,7,7b8dbb1602_video,802,8,6416,tie shoe,subj07,
2022/8/16,7,7b8dbb1603_video,435,8,3480,tie shoe,subj07,
2022/8/16,7,7b8dbb1604_video,453,8,3624,tie shoe,subj07,
2022/8/16,7,67d9f25901_video,2031,8,16248,drink,subj07,
2022/8/16,7,840d73e601_video,450,8,3600,move chair,subj07,
2022/8/16,7,840d73e602_video,1556,8,12448,jacket,subj07,
2022/8/16,7,840d73e603_video,1458,8,11664,jacket,subj07,
2022/8/16,2,76985fc401_video,750,8,6000,umbrella,subj07,
2022/8/16,2,76985fc402_video,981,8,7848,umbrella,subj07,
2022/8/16,2,76985fc403_video,459,8,3672,umbrella,subj07,
2022/8/16,2,76985fc404_video,578,8,4624,umbrella,subj07,
2022/8/16,7,1056601801_video,1125,8,9000,strentch upper,subj07,
2022/8/16,7,1056601802_video,1209,8,9672,strentch upper,subj07,
2022/8/16,7,1056601803_video,1434,8,11472,strentch upper,subj07,
2022/8/16,2,ab556d6101_video,5006,8,40048,eat,subj07,
2022/8/16,7,cc46e2d901_video,1285,8,10280,walk,subj07,
2022/8/16,2,cfe32fcc01_video,1054,8,8432,greeting,subj07,
2022/8/16,2,cfe32fcc02_video,535,8,4280,greeting,subj07,
2022/8/16,2,cfe32fcc03_video,384,8,3072,greeting,subj07,
2022/8/16,2,cfe32fcc04_video,750,8,6000,greeting,subj07,
2022/8/16,7,dbef7d0a01_video,528,8,4224,sit,subj07,
2022/8/16,7,dbef7d0a02_video,300,8,2400,stand,subj07,
2022/8/16,7,dbef7d0a03_video,475,8,3800,sit,subj07,
2022/8/16,7,dbef7d0a04_video,832,8,6656,sit,subj07,
2022/8/16,7,dbef7d0a05_video,604,8,4832,sit,subj07,
2022/8/16,7,e8e1e57901_video,231,8,1848,move mat,subj07,
2022/8/16,7,e8e1e57902_video,828,8,6624,read,subj07,
2022/8/16,7,e8e1e57903_video,625,8,5000,read,subj07,
2022/8/16,7,e8e1e57904_video,1226,8,9808,read,subj07,
2022/8/16,7,e93e361c01_video,1452,8,11616,talk,subj07,
2022/8/16,7,e93e361c02_video,1500,8,12000,talk,subj07,
2022/8/16,7,e93e361c03_video,1425,8,11400,talk,subj07,
2022/8/16,2,f070c9f301_video,625,8,5000,throw,subj07,
2022/8/16,2,f070c9f302_video,1076,8,8608,pick up,subj07,
2022/8/16,7,fed43c4901_video,300,8,2400,move mat,subj07,
2022/8/16,7,fed43c4902_video,775,8,6200,wash hands,subj07,
2022/8/16,7,fed43c4903_video,632,8,5056,wash hands,subj07,
2022/8/16,7,fed43c4904_video,758,8,6064,wash hands,subj07,
2022/8/16,7,fed43c4905_video,877,8,7016,wash hands,subj07,
2022/8/18,1,12e6ea9001_video,1700,8,13600,skipping rope,subj25,
